Name,Customer Company,Sales Telephone (Cell),Sales Telephone (Office),Customer Phone,Customer,"Sales Office Address, City, State, and Zip","Customer Address, City, State, and Zip",Order Dollar Amount,Order Date,Order Time,Sales Rep ID, 
Sariah Aiken,Zevo Toys,+1 (327) 238-3881,    (500) 883-0035,    (185) 870-6808,kylie lee,"1841 lincoln crescent west, fresno, ca 93701","    96 valley view drive, forest hills, ny 11375",211983,20161209,8:07 AM,2,
Midori Hanes,Energy Corporation,+1 (226) 033-0909,    (198) 222-4682,    (295) 382-4829,evan burgess,"5597 maple terrace sw, arvada, CO 80002","    298 mulberry court, naugatuck, ct 06770",208482,20182112,3:56 PM,8,
Aludra Roche,Initrode,+1 (169) 115-9262,    (663) 954-5345,    (104) 634-6992,lucas avery,"7487 adams park nw, virginia beach, VA 23451","    309 lawrence street, hyde park, ma 02136",136093,20180706,4:21 AM,6,
Damon Conn,Gringotts,+1 (977) 057-0573,    (604) 984-8135,    (977) 883-7920,kevin macdonald,"7178 oak loop south, pueblo, CO 81001","    288 route 41, cumming, ga 30040",153883,20182911,12:08 AM,2,
Javion Navarro,The Lanford Lunch Box,+1 (523) 165-8094,    (810) 188-7244,    (198) 749-5420,victor anderson,"316 pine freeway, billings, MT 59101","    342 mulberry street, winchester, va 22601",165017,20181712,10:25 AM,8,
Evelin Saxton,Blammo Corp,+1 (101) 744-7025,    (725) 159-4066,    (374) 391-6526,owen white,"7283 church parkway, west covina, ca 91790","    541 woodland drive, massapequa park, ny 11762",144494,20180208,2:04 PM,8,
Fareeda Money,Colonial Movers,+1 (845) 296-4962,    (105) 885-9853,    (859) 378-0423,karen tucker,"525 view loop, colorado springs, CO 80903","    621 virginia avenue, martinsville, va 24112",187439,20182609,12:02 AM,1,
Frederick Laws,Axis Chemical Co.,+1 (681) 454-0903,    (382) 446-2585,    (894) 771-8068,victoria paterson,"8903 cedar court east, jackson, MS 39201","    280 lincoln street, merrillville, in 46410",200170,20181801,4:23 PM,1,
Braedon Cohen,McMahon and Tate,+1 (501) 750-2447,    (500) 625-8208,    (391) 387-9123,stewart thomson,"3149 jefferson parkway south, yonkers, NY 10701","    27 hillcrest drive, sewell, nj 08080",176005,20182808,5:30 AM,1,
Kamryn Walls,Three Waters,+1 (968) 369-8884,    (562) 911-5728,    (479) 493-1570,faith mcgrath,"6491 cedar canal west, cape coral, FL 33904","    869 1st street, leesburg, va 20175",205811,20180312,5:10 AM,2,
Kaela Gamez,Barrytron,+1 (851) 340-9337,    (749) 237-9638,    (253) 481-4651,sarah james,"6331 fourth loop, high point, NC 27260","    247 hawthorne avenue, mcallen, tx 78501",197950,20182611,11:42 AM,2,
Jasmin Fuller,Sample Company,+1 (411) 885-6814,    (674) 555-9412,    (691) 239-2562,tracey sutherland,"5827 first cove west, green bay, WI 54302","    863 mulberry street, arvada, co 80003",203971,20180503,10:08 PM,9,
Rikki Floyd,Colonial Movers,+1 (824) 242-1395,    (110) 934-1385,    (728) 264-9031,frank james,"4773 hill row, lexington, KY 40502","    686 railroad avenue, dedham, ma 02026",140699,20182707,5:01 AM,3,
Elle Clancy,Liandri Mining Corporation,+1 (929) 296-4261,    (161) 140-9595,    (733) 235-4645,sebastian mathis,"983 second circle nw, murfreesboro, TN 37129","    535 church street north, boston, ma 02127",174099,20182102,11:48 PM,3,
Mario Bledsoe,C.H. Lavatory and Sons,+1 (040) 120-3080,    (655) 678-4427,    (907) 704-0782,benjamin stewart,"9119 sixth road se, hampton, VA 23651","    503 grant avenue, oklahoma city, ok 73112",199529,20181201,9:32 PM,8,
Rosetta Baggett,United Fried Chicken,+1 (897) 349-2726,    (661) 999-8342,    (169) 195-2068,keith rees,"9556 seventh way, aurora, IL 60504","    647 route 7, oak ridge, tn 37830",172507,20181309,2:51 PM,8,
Cinnamon Martinson,London and West Coast Railway,+1 (853) 492-1204,    (953) 854-2582,    (952) 966-5698,colin metcalfe,"7763 park circle ne, springfield, IL 62701","    765 route 202, mcallen, tx 78501",214435,20183012,12:41 AM,2,
Atara Holbrook,Ajax Corporation,+1 (544) 535-2151,    (399) 732-1011,    (237) 323-5494,liam hudson,"6843 seventh court north, chicago, IL 60601","    876 homestead drive, santa clara, ca 95050",152513,20180211,12:25 PM,3,
Delilah Haag,Oceanic Airlines,+1 (900) 606-3924,    (681) 739-2353,    (918) 394-8581,eric black,"7551 ninth parkway, mobile, AL 36602","    105 somerset drive, clemmons, nc 27012",194982,20180909,1:47 AM,6,
Zakary Creighton,Gringotts,+1 (757) 181-2953,    (656) 333-7567,    (874) 922-1483,claire hardacre,"8573 view canal east, baton rouge, LA 70801","    545 church street south, statesville, nc 28625",204848,20182601,12:09 AM,5,
Amshula Bridges,Globo Gym American Corp,+1 (983) 258-1037,    (844) 358-6833,    (644) 978-8149,phil glover,"4499 lincoln road se, seattle, WA 98101","    64 front street north, saint augustine, fl 32084",213942,20182409,11:14 PM,6,
Dimitri Underhill,TranCon Airways,+1 (498) 711-3240,    (555) 391-6353,    (382) 611-1800,eric bailey,"8371 sixth lane, torrance, ca 90501","    888 oxford road, saint augustine, fl 32084",193713,20182304,12:02 PM,4,
Mireya Theriot,Uplink Corporation,+1 (414) 293-3988,    (380) 273-1610,    (210) 503-8337,irene dowd,"5599 walnut lane north, inglewood, ca 90301","    599 3rd street west, west new york, nj 07093",124383,20181809,1:32 PM,8,
Isai Sweat,Corellian Engineering Corporation,+1 (293) 661-3419,    (672) 119-8552,    (665) 896-4277,vanessa metcalfe,"1697 broad avenue, cary, NC 27511","    965 meadow lane, columbia, md 21044",218865,20191009,10:00 AM,2,
Natala Mcgregor,Bluth Company,+1 (124) 747-6554,    (516) 292-0364,    (530) 440-9666,tim fisher,"6528 second place, newport news, VA 23601","    39 ivy lane, superior, wi 54880",138150,20191205,2:05 PM,3,
Mele Bowen,Sixty Second Avenue,+1 (532) 291-2871,    (368) 890-1553,    (276) 176-8589,tim may,"7580 ninth alley, orlando, FL 32801","    651 shady lane, ridgecrest, ca 93555",191208,20190911,11:04 AM,3,
Irene Montemayor,XYZ Corp,+1 (166) 862-9619,    (736) 669-5259,    (493) 786-6501,michelle cameron,"5107 market row, anaheim, ca 92801","    451 clay street, prior lake, mn 55372",205338,20190810,9:52 AM,9,
Elliot carroll,Incom Corporation,+1 (536) 879-5880,    (260) 290-5516,    (485) 853-9937,jake rutherford,"2224 pine loop, independence, MO 64050","    194 highland avenue, mechanicsburg, pa 17050",130328,20191903,4:48 AM,8,
Martin Mize,United Robotronics,+1 (435) 415-6000,    (937) 399-3567,    (862) 337-8663,jason rampling,"3814 pine cove sw, carrollton, tx 75006","    968 lexington court, bear, de 19701",183201,20191410,7:29 PM,2,
Macie See,Thrift Bank,+1 (610) 072-6514,    (772) 671-9773,    (664) 926-6037,diana metcalfe,"2099 view park, omaha, NE 68102","    8 glenwood drive, westerville, oh 43081",127272,20190904,8:14 AM,6,
Karma Ferguson,Leeding Engines Ltd.,+1 (702) 114-3737,    (256) 214-6672,    (120) 161-0432,cameron lyman,"7024 third cove, cambridge, MA 02138","    765 harrison street, waynesboro, pa 17268",127977,20191802,8:00 PM,8,
Fritzi Weis,Sudden Pacific Railroad,+1 (551) 837-4638,    (947) 272-6505,    (933) 935-5033,thomas grant,"6707 seventh street sw, chattanooga, TN 37402","    737 9th street west, bettendorf, ia 52722",160057,20192106,12:37 AM,1,
Lucius Butcher,Sonky Rubber Goods,+1 (314) 008-8805,    (375) 381-6879,    (123) 675-2684,leonard rees,"9558 church avenue, cape coral, FL 33904","    792 madison avenue, columbia, md 21044",138052,20192606,8:42 AM,2,
Mahina Skinner,Slate Rock and Gravel Company,+1 (340) 913-7737,    (640) 438-4360,    (345) 294-1323,maria fisher,"1267 walnut court south, carlsbad, ca 92008","    820 john street, tiffin, oh 44883",160674,20192110,9:40 PM,8,
caitir Upton,Blue Sun Corporation,+1 (141) 132-0677,    (403) 679-0310,    (769) 134-4315,adam north,"26 maple loop, san bernardino, ca 92401","    482 fairview avenue, elgin, il 60120",192605,20190705,12:16 PM,3,
Zachariah Crouse,Vandelay Industries,+1 (972) 810-5765,    (861) 684-3341,    (560) 410-1230,trevor sutherland,"2022 cedar drive, tacoma, WA 98402","    208 8th street south, bridgeport, ct 06606",145003,20192202,5:40 AM,3,
Susanna Cho,St. Anky Beer,+1 (627) 865-6671,    (529) 678-7197,    (793) 179-0323,donna bell,"1532 adams freeway nw, fayetteville, NC 28304","    537 garfield avenue, spartanburg, sc 29301",143214,20190610,12:27 PM,2,
Argus Lanham,General Services Corporation,+1 (650) 725-8670,    (171) 764-5300,    (695) 791-1770,tracey may,"6761 chestnut lane, jacksonville, FL 32202","    108 valley road, summerfield, fl 34491",153127,20200903,1:14 AM,5,
Bryan Schmidt,KrebStar,+1 (030) 709-3533,    (703) 977-4851,    (545) 582-3123,caroline kerr,"8052 fourth parkway, green bay, WI 54302","    530 riverside drive, freeport, ny 11520",219901,20201605,7:13 PM,4,
Yoselin Burrell,TranCon Airways,+1 (811) 960-8819,    (489) 428-7399,    (856) 898-3710,colin howard,"4665 sixth alley south, high point, NC 27260","    435 9th street, rossville, ga 30741",183178,20202511,7:24 AM,3,
Daron Winkler,Trans Regional Airlines,+1 (195) 465-7171,    (626) 485-2736,    (902) 656-2116,eric hart,"9430 main parkway, warren, MI 48089","    694 windsor drive, canton, ga 30114",143972,20201705,12:34 AM,3,
Gillian Pearce,Primatech,+1 (705) 695-2978,    (867) 816-9743,    (881) 573-9349,felicity watson,"3465 washington cove, anchorage, AK 99501","    616 cedar avenue, jupiter, fl 33458",144106,20202203,12:00 AM,1,
Kande Mendenhall,TranCon Airways,+1 (457) 020-4004,    (419) 147-1093,    (120) 674-4604,ryan watson,"380 fifth loop, hampton, VA 23651","    649 marshall street, clifton park, ny 12065",198898,20202710,8:08 AM,8,
Royce Rainey,Zorg Industries,+1 (493) 191-1062,    (772) 673-1686,    (592) 787-5186,joseph underwood,"7554 washington circle, lakewood, CO 80215","    661 meadow lane, centereach, ny 11720",219571,20202002,11:03 AM,3,
Holden Corona,Klimpys,+1 (524) 218-9840,    (357) 487-0487,    (219) 902-6511,mary walker,"5348 second place, san francisco, ca 94102","    496 street road, forney, tx 75126",120263,20202403,3:00 PM,1,
Gladwin Batts,C.H. Lavatory and Sons,+1 (082) 783-1325,    (510) 446-8573,    (677) 549-1506,claire miller,"5382 washington parkway, new orleans, LA 70112","    276 maiden lane, reynoldsburg, oh 43068",169205,20202908,11:03 AM,7,
Alejandra Sandoval,Water and Power,+1 (411) 535-4737,    (371) 119-2161,    (259) 499-5950,simon avery,"1315 fourth freeway, fort worth, tx 76102","    22 forest avenue, bear, de 19701",193000,20201811,10:06 PM,3,
Eloise Searcy,SpringShield,+1 (164) 258-4180,    (111) 311-9202,    (650) 738-4151,joshua allan,"2130 walnut cove, waterbury, CT 06706","    856 college avenue, newtown, pa 18940",151658,20202904,3:55 AM,9,
Salvador Herrmann,PediaCorp,+1 (798) 515-4772,    (239) 103-2115,    (319) 916-9508,anthony mclean,"7912 ninth drive sw, san jose, ca 95110","    418 parker street, henrico, va 23228",147801,20202708,2:16 PM,3,
Aislinn Grenier,Blammo Corp,+1 (190) 445-9347,    (287) 579-0387,    (600) 446-7574,dan king,"2519 lake crescent sw, temecula, ca 92590","    489 washington street, dyersburg, tn 38024",170181,20202502,1:20 PM,2,
Kate Cornell,Nordyne Defense Dynamics,+1 (388) 205-4168,    (244) 188-7128,    (476) 987-6231,andrew miller,"1426 spring crescent west, minneapolis, MN 55401","    142 bayberry drive, daphne, al 36526",179761,20203001,4:50 AM,4,
Morse Smyth,TranCon Airways,+1 (229) 131-3503,    (852) 365-6993,    (821) 834-3814,abigail rutherford,"1945 main parkway, charlotte, NC 28202","    209 hillside avenue, port charlotte, fl 33952",219099,20202508,4:47 PM,4,
Ilythia Toro,Shinra Electric Power Company,+1 (106) 031-3707,    (264) 705-5116,    (674) 618-8810,edward gray,"1865 maple street, daly city, ca 94015","    42 main street south, menomonee falls, wi 53051",226236,20202509,12:25 AM,5,
Lynette Guerin,Milliways,+1 (944) 625-8123,    (489) 451-9051,    (529) 953-3929,gordon robertson,"2192 fifth circle, indianapolis, IN 46201","    727 orchard lane, elgin, il 60120",175023,20202708,9:53 PM,3,
Kylie Whitmire,Universal Exports,+1 (252) 871-3869,    (382) 457-2542,    (749) 660-8201,victor duncan,"3241 second place, new york, NY 10001","    373 oak lane, pittsburgh, pa 15206",148569,20202605,11:52 PM,6,
Julius Huff,Flowers By Irene,+1 (155) 597-9720,    (699) 386-9973,    (266) 968-7253,benjamin newman,"2874 maple way, orange, ca 92665","    418 wood street, saratoga springs, ny 12866",141933,20201108,7:00 AM,6,
Landen Oconnor,Smith and Co.,+1 (926) 259-3634,    (656) 391-8905,    (643) 943-4720,diana short,"407 eighth alley east, eugene, OR 97402","    93 central avenue, durham, nc 27703",234689,20201408,9:12 AM,3,
Aldan Moreno,NorthAm Robotics,+1 (687) 986-7136,    (592) 679-8018,    (912) 730-9110,megan russell,"3491 adams cove se, bakersfield, ca 93301","    653 railroad street, north canton, oh 44720",158565,20203001,5:18 AM,3,
Dwaine Pak,Sixty Second Avenue,+1 (346) 946-8389,    (859) 781-6032,    (858) 749-5622,kimberly bower,"369 seventh place ne, clearwater, FL 34615","    374 schoolhouse lane, emporia, ks 66801",182722,20202310,5:36 AM,2,
Ricardo Swann,London and West Coast Railway,+1 (513) 128-3103,    (408) 730-8271,    (428) 906-4350,victoria slater,"5650 mill place north, baltimore, MD 21201","    217 8th street south, littleton, co 80123",207069,20201807,1:04 AM,1,
Tyquan Palumbo,Ace Tomato Company,+1 (868) 318-2875,    (779) 766-6842,    (454) 394-3652,lily terry,"1712 valley way, worcester, MA 01602","    877 4th avenue, lexington, nc 27292",183346,20122501,11:33 PM,5,
Jayce Sargent,Mammoth Pictures,+1 (358) 396-9746,    (644) 510-6129,    (113) 524-0876,lisa may,"5975 broad drive, amarillo, tx 79101","    829 church street north, cartersville, ga 30120",228339,20181908,8:28 PM,5,
Inara Weeks,Galaxy Corp,+1 (280) 983-0220,    (446) 477-3246,    (827) 371-8979,oliver ball,"7225 third canal ne, moreno valley, ca 92553","    959 6th avenue, floral park, ny 11001",157485,6/16/2011,11:08 PM,5,
Kaye Howard,Mainway Toys,+1 (646) 995-9688,    (218) 231-5862,    (806) 789-6743,amanda morgan,"1407 jefferson parkway, fargo, ND 58103","    862 bridle lane, onalaska, wi 54650",225941,5/28/2011,12:11 PM,2,
Leanne Yee,InGen Corporation,+1 (917) 658-1161,    (486) 432-6520,    (820) 856-6624,bernadette bell,"5118 elm lane south, madison, WI 53703","    701 fieldstone drive, east meadow, ny 11554",236232,20112904,2:29 AM,3,
Kaemon Demarco,Keedsler Motors,+1 (386) 584-1547,    (229) 587-9916,    (180) 669-0848,virginia lambert,"2032 broad park, san francisco, ca 94102","    344 clinton street, kennesaw, ga 30144",183902,4/9/2011,8:16 AM,2,
cathleen Adame,Big T Burgers and Fries,+1 (382) 574-3158,    (504) 599-6076,    (671) 651-9731,gavin lyman,"2438 adams place, san jose, ca 95110","    771 beechwood drive, fort dodge, ia 50501",222844,7/25/2011,4:40 PM,5,
Darva Muhammad,Blammo Corp,+1 (322) 046-3356,    (103) 855-8260,    (475) 403-4378,mary hart,"2976 chestnut parkway north, mobile, AL 36602","    959 route 17, poughkeepsie, ny 12601",191715,20111906,9:39 AM,6,
Faolan Lyon,North Western Railway,+1 (018) 503-8902,    (688) 800-1347,    (150) 339-6583,cameron ferguson,"8874 main road east, ann arbor, MI 48103","    680 oxford road, san lorenzo, ca 94580",232295,20111604,10:41 PM,8,
Katarina Crist,TriOptimum Corporation,+1 (888) 352-7769,    (188) 862,    (354) 555-3542,donna rees,"1414 valley road, waco, tx 76701","    413 bridle court, port richey, fl 34668",170623,12/22/2011,4:38 PM,6,
Adione Ferguson,Buy and Large Corporation,+1 (491) 067-1240,    (184) 866-2816,    (712) 559-0114,wendy ogden,"434 fourth court, norman, OK 73069","    289 mill road, englishtown, nj 07726",214319,20112212,6:03 AM,9,
Garry Garris,Umbrella Corporation,+1 (786) 733-7777,    (856) 477-0978,    (663) 622-6046,anna forsyth,"6026 valley avenue south, washington, DC 20001","    41 windsor drive, rapid city, sd 57701",191703,5/5/2011,7:36 AM,5,
Ghita Ames,Springfield Nuclear Power Plant,+1 (927) 815-5774,    (268) 605-9694,    (547) 147-7587,diane cornish,"6229 spring canal east, frisco, tx 75034","    551 franklin avenue, coraopolis, pa 15108",187655,5/4/2011,12:34 AM,5,
Fairfax Lawler,Trade Federation,+1 (702) 033-1174,    (639) 202-9580,    (441) 935-1264,warren campbell,"9395 grove drive se, louisville, KY 40202","    3 division street, woonsocket, ri 02895",171118,12/29/2011,12:50 AM,3,
Chantelle Mccants,Trans Global Airlines,+1 (075) 249-5244,    (179) 600-6248,    (513) 586-6715,alison lewis,"7087 washington canal ne, glendale, ca 91201","    77 country club road, bradenton, fl 34203",223264,20112912,12:55 AM,9,
Jan Bentley,General Forge and Foundry,+1 (494) 634-7566,    (113) 226-2809,    (884) 570-4946,evan wallace,"7398 maple parkway sw, fort lauderdale, FL 33301","    377 shady lane, hamden, ct 06514",227248,12/30/2011,6:56 AM,5,
Eman Dobson,Bad Wolf Corporation,+1 (699) 123-5334,    (240) 274-0907,    (363) 583-8057,carl kerr,"6125 elm canal, mesa, AZ 85201","    141 grove avenue, hallandale, fl 33009",221032,11/6/2011,12:23 PM,9,
Antoinette Settle,General Forge and Foundry,+1 (948) 701-6357,    (282) 237-0755,    (347) 529-1017,nathan burgess,"3673 spring alley, milwaukee, WI 53202","    984 virginia street, mason, oh 45040",165338,7/22/2011,6:01 PM,9,
Minerva Warden,canada World Airways,+1 (691) 634-4123,    (158) 431-0214,    (876) 625-8626,joshua nash,"6330 broad lane, wilmington, NC 28403","    813 willow drive, massillon, oh 44646",206037,6/1/2011,4:13 AM,3,
Nannie Irvin,Leeding Engines Ltd.,+1 (446) 679-6643,    (418) 920-9619,    (286) 883-0023,jennifer metcalfe,"9995 walnut boulevard, cincinnati, OH 45202","    253 parker street, gulfport, ms 39503",173629,5/11/2011,8:38 PM,7,
Jerod Weir,Trans United Airways,+1 (595) 329-9857,    (622) 963-2432,    (642) 197-9919,steven simpson,"4794 first way east, las vegas, NV 89101","    845 linden avenue, toms river, nj 08753",141372,12/18/2011,2:49 AM,1,
Haden Freedman,Sirius Cybernetics Corporation,+1 (132) 284-2461,    (889) 391-1096,    (383) 178-4301,thomas ferguson,"956 oak crescent west, el paso, tx 79901","    950 west avenue, erlanger, ky 41018",141474,2/8/2012,1:31 AM,5,
Crystal Sexton,Zorin Industries,+1 (536) 824-4221,    (628) 407-3510,    (557) 118-7005,keith hodges,"5996 church circle south, brownsville, tx 78520","    322 morris street, bowie, md 20715",226397,2/3/2012,2:17 AM,3,
Brigitte Waugh,Contoso Corporation,+1 (427) 454-9328,    (258) 942-3427,    (114) 567-1617,vanessa mills,"550 washington avenue, orange, ca 92665","    7 penn street, middle river, md 21220",164727,6/30/2012,9:18 PM,5,
Jara Gregory,Trans Pacific Airlines,+1 (756) 696-0813,    (403) 830-1953,    (961) 894-8210,adrian hamilton,"8713 washington way, seattle, WA 98101","    47 valley drive, hartselle, al 35640",204907,2/18/2012,3:43 AM,2,
Kirtana Mull,Allied Biscuit,+1 (997) 974-0509,    (165) 314-1786,    (204) 161-1464,samantha taylor,"7443 view parkway se, laredo, tx 78040","    987 virginia street, charlotte, nc 28205",208467,8/16/2012,10:53 PM,4,
